time,2_70_121,2_75_141,2_77_125,2_78_128,2_78_158,2_82_179,2_84_129,2_85_148,2_86_135,2_86_169,2_89_124,2_89_128,2_93_125,2_94_133,2_96_176,2_102_127,2_105_123,2_106_128,2_107_179,2_117_125,2_118_136,2_126_131,2_130_139,2_131_145,2_132_151,2_132_159,2_135_130,2_135_148,2_152_147,2_160_164,2_161_150,4_55_147,4_78_123
1.000000000000,892.730000000000,947.570000000000,908.120000000000,922.290000000000,981.490000000000,1029.650000000000,932.910000000000,962.340000000000,942.280000000000,1008.610000000000,917.820000000000,929.160000000000,921.750000000000,938.970000000000,1022.040000000000,926.120000000000,915.610000000000,926.390000000000,1008.530000000000,911.360000000000,934.780000000000,918.370000000000,932.230000000000,939.850000000000,943.690000000000,949.520000000000,904.980000000000,937.630000000000,905.090000000000,915.640000000000,899.470000000000,818.960000000000,893.120000000000
